gene	GSM9850794	GSM9850795	GSM9850796	GSM9850797	GSM9850798	GSM9850799	GSM9850800
Fahd2a	140	37	72	67	18	17	9
Faim	652	86	283	441	58	81	71
Faim2	11	10	7	10	2	8	5
Faiml	0	0	0	0	0	0	0
Fam102a	337	78	328	487	75	0	0
Fam102b	1678	415	2236	2858	797	0	0
Fam104a	4175	294	1791	2470	333	229	224
Fam107a	5	0	0	1	0	0	0
Fam107b	319	63	1619	1779	240	69	49
Fam110a	356	38	162	172	30	14	10
Fam110b	265	39	398	448	101	18	33
Fam110c	177	47	362	140	45	102	46
Fam111a	1067	135	318	835	175	100	98
Fam114a1	3313	291	1591	2456	532	155	175
Fam114a2	1296	151	629	968	183	102	108
Fam117a	77	46	187	224	30	33	30
Fam117b	653	64	1879	1685	179	82	70
Fam118a	160	24	150	180	26	20	18
Fam118b	257	26	116	197	55	30	21
Fam120a	2398	461	2261	2713	476	281	251
Fam120b	477	120	272	410	146	74	53
Fam120c	63	13	213	263	146	49	35
Fam122a	720	50	299	399	92	29	35
Fam122b	71	16	39	69	14	5	4
Fam122c	0	0	0	0	0	0	0
Fam124a	58	26	139	259	156	8	2
Fam124b	1	0	3	6	0	3	0
Fam126a	940	127	769	1036	231	0	0
Fam126b	444	98	427	325	95	0	0
Fam129a	627	163	750	1139	375	0	0
Fam129b	1566	127	1549	1629	143	0	0
Fam129c	11	6	10	13	7	0	0
Fam131a	44	23	88	68	11	10	17
Fam131b	20	4	7	33	4	0	0
Fam131c	3	0	4	1	0	1	0
Fam133b	1765	183	680	891	210	120	84
Fam135a	265	68	626	442	135	62	77
Fam135b	3	0	0	1	0	0	0
Fam136a	720	97	342	502	66	92	82
Fam13a	55	45	63	51	86	34	35
Fam13b	548	92	1373	1496	323	111	79
Fam13c	331	104	328	593	170	56	42
Fam149a	516	75	229	311	67	36	24
Fam149b	354	62	209	301	98	37	45
Fam151a	4	31	15	8	0	5	2
Fam151b	46	16	97	113	36	12	16
Fam155a	3	3	5	0	60	0	0
Fam160a1	64	9	44	27	6	0	0
Fam160a2	227	46	195	177	56	0	0
Fam160b1	1259	175	1005	957	201	0	0
Fam160b2	444	54	148	258	58	0	0
Fam161a	511	28	148	119	28	4	14
Fam161b	13	12	6	13	3	3	1
Fam162a	6574	312	3993	2802	296	319	1193
Fam162b	0	0	2	0	0	0	0
Fam163a	7	0	17	10	0	0	0
Fam163b	0	0	1	1	0	0	0
Fam166a	1	0	5	4	2	0	1
Fam166b	0	0	0	2	0	0	0
Fam167a	18	4	10	35	6	1	5
Fam167b	49	0	4	4	0	0	0
Fam168a	1368	220	1405	1601	390	151	150
Fam168b	1307	250	872	1016	209	157	123
Fam169a	11	1	22	11	0	2	1
Fam169b	8	13	64	94	32	40	5
Fam170a	0	0	0	0	0	0	0
Fam170b	0	0	1	0	0	0	0
Fam171a1	626	66	495	850	182	55	69
Fam171a2	316	48	173	339	54	12	12
Fam171b	342	53	200	307	115	9	13
Fam172a	921	149	3177	3643	1137	348	164
Fam173a	1688	259	605	697	131	0	0
Fam174a	785	153	502	692	164	95	60
Fam174b	96	14	30	55	24	7	7
Fam177a	283	13	136	115	30	7	6
Fam178b	64	14	26	19	4	4	3
Fam180a	23	78	127	55	62	22	5
Fam181a	0	0	0	0	0	0	0
Fam181b	37	2	5	1	1	0	1
Fam183b	1	0	1	0	0	0	0
Fam184a	37	21	68	26	35	4	4
Fam184b	2	0	3	5	1	0	0
Fam185a	38	13	90	315	77	33	27
Fam186a	0	0	1	4	0	0	0
Fam186b	2	0	18	13	0	0	0
Fam187a	0	0	0	0	0	0	0
Fam187b	14	9	13	15	1	4	1
Fam189a1	0	1	2	2	1	0	0
Fam189a2	44	16	45	60	22	0	0
Fam189b	443	90	194	276	63	0	0
Fam192a	822	134	424	627	153	0	0
Fam193a	1119	150	1751	1856	498	155	132
Fam193b	410	79	237	354	91	25	30
Fam199x	261	37	223	227	60	21	25
Fam204a	1007	136	647	733	132	70	91
Fam205a1	0	0	0	0	0	0	0
Fam205a2	0	0	0	0	0	0	0
Fam205a3	0	0	0	0	0	0	0
Fam205a4	0	0	0	0	0	0	0
Fam205c	0	0	0	2	0	0	0
Fam207a	678	75	318	458	71	46	54
Fam209	3	0	13	7	2	0	0
Fam20a	1443	122	1251	1210	283	92	59
Fam20b	558	94	377	542	103	48	29
Fam20c	458	74	521	518	92	59	23
Fam210a	368	52	290	414	123	39	30
Fam210b	337	32	235	191	26	11	8
Fam214a	268	58	643	580	197	0	0
Fam214b	309	47	234	279	43	0	0
Fam216a	616	91	270	305	49	38	67
Fam216b	0	0	0	0	0	0	0
Fam217a	3	0	5	3	0	1	0
Fam217b	249	22	177	149	24	11	7
Fam219a	156	15	615	580	139	50	42
Fam219aos	1	0	0	0	0	0	0
Fam219b	301	67	99	190	44	29	19
Fam220a	106	13	435	584	130	11	3
Fam221a	21	14	24	21	5	5	3
Fam221b	14	0	12	16	3	2	2
Fam222a	5	2	54	43	3	2	0
Fam222b	349	47	485	614	166	72	42
Fam227a	24	2	19	24	14	9	5
Fam227b	1	0	20	68	15	0	0
Fam228a	8	2	6	15	3	1	0
Fam228b	31	5	29	43	15	2	1
Fam229a	1	0	1	2	0	0	1
Fam229b	162	24	67	76	21	9	8
Fam234a	765	91	489	421	87	66	55
Fam234b	93	9	37	78	13	5	2
Fam240a	0	0	0	1	1	0	0
Fam240b	0	0	0	0	0	0	0
Fam241a	196	14	247	155	18	29	27
Fam241b	15	10	15	5	2	10	6
Fam243	1	0	0	0	0	0	0
Fam24a	0	0	0	0	0	0	0
Fam24b	2	0	4	2	1	0	0
Fam25c	3	0	2	1	0	0	0
Fam32a	2673	256	917	844	243	131	123
Fam3a	619	99	266	340	53	40	37
Fam3b	1	0	3	3	0	0	0
Fam3c	1657	134	749	1134	183	105	124
Fam43a	222	25	132	174	29	8	23
Fam43b	0	0	0	1	0	0	0
Fam45a	586	69	336	478	113	0	0
Fam47c	0	0	0	0	0	0	0
Fam47e	2	0	0	1	1	2	0
Fam49a	302	94	596	450	303	0	0
Fam49b	759	120	1547	1821	246	0	0
Fam50a	1257	126	514	665	181	88	48
Fam50b	0	0	0	0	0	0	0
Fam53a	433	69	369	390	100	44	37
Fam53b	330	59	163	203	41	35	17
Fam53c	368	63	348	404	113	29	37
Fam57a	189	24	68	120	26	0	0
Fam57b	7	1	31	27	16	0	0
Fam71a	35	0	107	90	28	0	0
Fam71b	0	0	0	2	0	0	0
Fam71d	1	0	46	31	8	0	0
Fam71e1	81	2	33	19	2	0	0
Fam71e2	0	0	32	61	0	0	0
Fam71f1	2	0	2	7	1	0	0
Fam71f2	18	1	248	211	1	0	0
Fam72a	26	9	30	51	15	5	6
Fam76a	1688	190	969	1003	277	104	76
Fam76b	711	95	695	687	175	68	52
Fam78a	8	14	16	31	17	17	0
Fam78b	1572	26	1136	1135	155	166	166
Fam81a	17	1	9	16	2	0	2
Fam81b	0	0	6	1	0	1	0
Fam83a	62	2	72	31	4	4	3
Fam83b	2	0	2	1	1	2	0
Fam83c	0	0	2	1	0	0	0
Fam83d	75	23	101	142	1	0	43
Fam83e	22	1	15	29	5	1	1
Fam83f	22	12	49	67	17	3	7
Fam83g	36	5	26	5	3	1	5
Fam83h	67	13	38	30	4	9	3
Fam89a	12	0	2	5	1	2	0
Fam89b	1710	124	3	1	2	102	124
Fam8a1	785	134	531	593	153	77	75
Fam90a1a	0	0	0	0	0	0	0
Fam90a1b	0	0	0	1	0	0	0
Fam91a1	1324	193	1223	1237	205	101	114
Fam92a	1852	209	1150	1190	185	0	0
Fam92b	0	0	0	0	0	0	0
Fam98a	1029	70	540	987	170	62	45
Fam98b	953	106	558	798	158	57	62
Fam98c	395	56	196	247	39	38	34
Fan1	66	14	35	41	17	16	8
Fanca	49	4	34	53	2	7	11
Fancb	35	9	21	42	6	4	14
Fancc	145	27	256	417	185	27	19
Fancd2	43	6	26	51	6	8	8
Fancd2os	1	0	0	0	0	0	0
Fance	659	62	328	396	71	49	45
Fancf	46	17	31	44	21	6	12
Fancg	33	10	19	46	15	9	3
Fanci	37	4	38	62	2	7	4
Fancl	144	25	114	177	68	33	19
Fancm	177	30	191	191	49	15	22
Fank1	20	1	29	39	4	3	1
Fap	1392	64	1139	2175	368	42	117
Far1	1268	174	942	1819	360	115	97
Far1os	1	0	46	64	17	2	0
Far2	1	0	10	15	7	0	0
Far2os1	42	2	14	39	2	1	3
Far2os2	6	0	6	28	2	0	0
Farp1	873	111	2380	2256	530	204	201
Farp2	186	22	703	1035	222	67	71
Fars2	394	52	1246	1503	373	152	102
Farsa	752	69	239	376	85	72	61
Farsb	636	77	310	539	138	65	82
Fas	314	84	371	385	102	111	51
Fasl	3	3	13	45	0	5	1
Fasn	1138	121	340	603	61	64	66
Fastk	877	102	334	530	75	53	65
Fastkd1	88	19	62	81	51	5	12
Fastkd2	169	20	71	127	31	19	14
Fastkd3	108	17	57	74	11	13	15
Fastkd5	73	15	28	35	15	9	4
Fat1	1146	226	1999	2355	328	187	145
Fat2	0	1	4	4	0	0	0
Fat3	10	4	11	25	33	6	38
Fat4	71	17	76	216	96	0	5
Fate1	0	0	14	2	5	0	0
Fau	92217	8417	42084	45353	8420	5404	5680
Faxc	38	3	48	52	11	1	0
Fbf1	251	38	223	230	51	28	23
Fbh1	677	100	0	0	0	55	63
Fbl	2187	199	1006	1321	202	173	200
Fblim1	3188	104	1403	1138	99	84	205
Fbll1	0	1	0	0	0	0	0
Fbln1	5779	962	2999	3338	1026	285	169
Fbln2	65955	4166	19184	24566	2681	739	2038
Fbln5	784	244	544	928	397	24	11
Fbln7	586	21	247	463	84	1	2
Fbn1	25475	4094	12449	28210	7613	621	515
Fbn2	6999	181	5515	6231	1007	14	98
Fbp1	1	0	2	2	0	0	0
Fbp2	10	3	6	0	1	0	0
Fbrs	466	64	428	499	108	49	40
Fbrsl1	418	58	829	634	135	63	51
Fbxl12	142	62	130	168	59	46	24
Fbxl12os	48	9	28	23	13	5	6
Fbxl13	71	5	74	165	28	2	0
Fbxl14	275	89	255	266	74	31	36
Fbxl15	577	50	241	290	35	35	38
Fbxl16	32	15	18	35	8	3	3
Fbxl17	376	75	4997	5429	1232	332	205
Fbxl18	244	36	286	339	85	12	10
Fbxl19	276	38	165	291	63	20	27
Fbxl2	32	2	63	77	16	12	9
Fbxl20	308	101	690	721	268	119	89
Fbxl21	30	2	16	15	2	2	1
Fbxl22	83	2	73	66	7	0	1
Fbxl3	573	179	857	842	264	110	72
Fbxl4	88	44	162	180	58	26	19
Fbxl5	843	160	1020	1078	202	136	67
Fbxl6	375	56	194	280	42	67	40
Fbxl7	347	50	1160	2747	796	44	94
Fbxl8	154	24	139	169	23	22	23
Fbxo10	105	17	103	105	38	14	15
Fbxo11	852	161	3432	3343	601	196	137
Fbxo15	2	0	2	0	0	0	0
Fbxo16	7	13	6	2	2	5	5
Fbxo17	242	13	131	202	20	17	23
Fbxo2	91	9	35	12	0	8	5
Fbxo21	270	56	276	250	79	28	23
Fbxo22	949	98	491	568	133	72	66
Fbxo24	50	6	24	22	6	0	4
Fbxo25	314	66	191	255	54	31	25
Fbxo27	16	6	12	22	1	2	0
Fbxo28	474	80	456	540	107	66	74
Fbxo3	806	133	470	531	107	81	52
Fbxo30	524	50	865	858	109	20	35
Fbxo31	488	69	258	270	95	23	24
Fbxo32	353	114	561	418	112	31	24
Fbxo33	424	94	1478	1073	152	57	51
Fbxo34	319	36	999	952	133	58	32
Fbxo36	184	14	135	130	39	12	16
Fbxo38	328	81	661	672	171	98	84
Fbxo39	0	0	0	0	1	0	0
Fbxo4	313	73	281	356	91	47	35
Fbxo40	0	0	0	1	0	1	0
Fbxo41	9	3	6	10	0	0	1
Fbxo42	306	30	465	546	98	45	34
Fbxo43	0	0	4	0	0	0	0
Fbxo44	85	18	51	32	6	7	10
Fbxo45	242	43	164	245	65	15	15
Fbxo46	76	29	64	75	31	15	19
Fbxo47	1	0	13	16	6	3	3
Fbxo48	4	0	4	14	1	1	1
Fbxo5	148	31	47	106	19	10	55
Fbxo6	588	83	252	274	70	53	16
Fbxo7	191	45	178	200	56	36	30
Fbxo8	341	85	364	282	97	45	18
Fbxo9	514	104	278	524	107	50	35
Fbxw10	18	9	39	41	8	4	2
Fbxw11	737	89	1568	1968	330	153	111
Fbxw13	0	0	0	9	0	0	0
Fbxw14	0	0	0	0	0	0	0
Fbxw15	0	0	0	0	0	0	0
Fbxw16	0	0	0	0	0	0	0
Fbxw17	224	53	112	165	46	18	21
Fbxw18	0	0	0	0	0	0	0
Fbxw19	1	0	0	0	0	0	0
Fbxw2	1077	170	581	643	167	94	89
Fbxw20	0	0	0	0	0	0	0
Fbxw21	0	0	0	0	0	0	0
Fbxw22	0	0	0	0	0	0	0
Fbxw24	0	0	0	0	0	0	0
Fbxw25	0	0	0	0	0	0	0
Fbxw26	0	0	0	0	0	0	0
Fbxw27	0	0	0	0	0	0	0
Fbxw28	0	0	0	0	0	0	0
Fbxw4	157	27	338	508	116	61	32
Fbxw5	501	64	275	234	46	33	33
Fbxw7	959	109	1224	1139	265	85	99
Fbxw8	819	114	903	1308	347	84	88
Fbxw9	344	43	173	204	29	34	35
Fcamr	0	0	0	0	0	0	0
Fcer1a	0	0	0	0	0	12	0
Fcer1g	2392	58	1744	2366	130	446	105
Fcer2a	0	20	2	0	5	1	0
Fcf1	1169	116	502	575	131	114	89
Fcgbp	3	0	13	0	0	1	0
Fcgr1	221	1	65	192	12	26	1
Fcgr2b	601	61	766	803	34	85	23
Fcgr3	763	7	911	961	17	80	30
Fcgr4	325	5	244	299	11	33	5
Fcgrt	3870	445	1788	1988	536	115	112
Fcho1	15	19	18	18	5	11	9
Fcho2	1086	222	2054	1810	603	147	117
Fchsd1	89	13	38	56	22	10	3
Fchsd2	468	149	1180	1408	397	138	106
Fcmr	4	21	1	1	11	1	0
Fcna	320	1	169	99	0	15	0
Fcnaos	1	0	2	3	0	1	0
Fcnb	3	0	4	0	0	0	0
Fcor	656	153	369	155	14	102	81
Fcrl1	1	10	0	8	11	4	1
Fcrl5	3	0	1	0	1	0	0
Fcrl6	0	1	0	4	0	1	0
Fcrla	8	14	18	59	22	14	3
Fcrlb	8	0	9	14	0	1	0
Fcrls	240	0	20	74	1	5	0
Fcsk	112	13	0	0	0	9	11
Fdft1	685	82	292	319	38	72	46
Fdps	2866	88	266	448	18	116	101
Fdx1	947	172	686	599	186	90	112
Fdx2	1593	163	0	0	0	102	77
Fdxacb1	93	18	60	41	20	4	12
Fdxr	681	88	414	506	70	47	47
Fech	952	197	801	685	178	97	66
Fem1a	357	54	168	226	54	30	18
Fem1b	1057	131	1124	943	138	68	60
Fem1c	543	85	842	878	132	72	43
Fen1	163	34	143	215	24	20	34
Fendrr	42	21	0	0	0	1	0
Fer	1048	104	1277	2577	669	108	174
Fer1l4	0	0	5	2	0	0	0
Fer1l5	0	0	4	4	0	0	0
Fer1l6	8	1	2	1	0	0	0
Ferd3l	0	0	0	0	0	0	0
Fermt1	147	3	48	14	2	13	27
Fermt2	7212	367	4122	4871	765	205	417
Fermt3	210	51	301	455	25	69	11
Fes	371	38	175	318	28	26	14
Fetub	439	10	54	62	8	0	2
Fev	0	0	0	0	0	0	0
Fez1	222	60	170	310	124	3	13
Fez2	955	117	640	707	140	71	55
Fezf1	0	0	0	0	0	0	0
Fezf2	0	0	0	0	0	0	0
Ffar1	7	3	3	2	1	0	0
Ffar2	13	0	11	44	0	9	0
Ffar3	0	0	0	0	0	0	0
Ffar4	34	15	14	23	0	15	10
Fga	0	0	0	0	0	0	0
Fgb	1	0	0	1	0	0	0
Fgd1	482	54	290	317	58	28	31
Fgd2	63	14	44	83	10	9	0
Fgd3	49	5	109	164	14	23	5
Fgd4	251	89	471	561	324	62	54
Fgd5	1646	91	829	855	233	54	22
Fgd6	177	22	309	283	54	23	20
Fgf1	456	733	500	325	185	282	175
Fgf10	131	22	117	193	149	1	3
Fgf11	260	20	79	87	20	4	5
Fgf12	9	2	13	5	25	2	0
Fgf13	5	2	103	47	55	20	9
Fgf14	5	1	499	94	11	76	68
Fgf15	0	0	0	0	0	0	0
Fgf16	1	6	3	20	6	2	0
Fgf17	0	0	5	3	1	0	0
Fgf18	594	75	195	423	204	15	15
Fgf2	1768	268	1378	1542	475	89	152
Fgf20	1	0	1	2	1	0	0
Fgf21	48	0	22	47	1	1	2
Fgf22	7	1	2	6	1	0	1
Fgf23	82	2	93	76	1	1	0
Fgf2os	19	2	29	28	1	1	0
Fgf3	0	0	3	0	0	0	0
Fgf4	0	0	0	0	0	0	0
Fgf5	1	0	4	0	1	0	0
Fgf6	0	0	0	0	0	0	0
Fgf7	582	86	334	1877	232	4	1
Fgf8	0	0	4	5	0	0	0
Fgf9	153	73	121	92	29	3	2
Fgfbp1	1	0	0	0	0	0	0
Fgfbp3	84	14	31	34	5	10	9
Fgfr1	4497	545	4228	6588	1029	70	202
Fgfr1op	401	35	264	337	76	0	0
Fgfr1op2	3104	317	1459	2358	567	204	169
Fgfr2	281	76	1662	1469	338	229	162
Fgfr3	22	3	15	21	2	4	2
Fgfr4	26	2	23	6	2	1	0
Fgfrl1	207	44	117	199	43	18	25
Fgg	0	0	0	0	0	0	0
Fggy	176	20	308	338	58	37	40
Fgl1	6	0	8	9	2	1	2
Fgl2	818	103	1066	2407	275	81	22
Fgr	69	9	129	234	9	135	16
Fh1	396	104	366	561	69	72	69
Fhad1	4	0	30	27	1	2	4
Fhad1os1	0	0	0	0	0	0	0
Fhad1os2	0	0	3	2	2	0	0
Fhdc1	344	14	347	430	28	17	50
Fhit	40	12	798	799	321	106	28
Fhitos	0	0	3	3	1	0	0
Fhl1	503	234	646	863	323	35	14
Fhl2	1726	76	1113	1369	190	28	55
Fhl3	242	12	136	143	6	15	20
Fhl4	13	3	20	11	2	0	1
Fhl5	1	0	28	12	13	0	1
Fhod1	405	61	143	209	33	37	28
Fhod3	247	2	628	1023	149	0	7
Fibcd1	0	0	1	3	1	0	0
Fibin	1594	81	563	2062	134	3	51
Fibp	1483	132	606	633	74	124	118
Ficd	160	26	77	99	47	14	6
Fig4	260	52	291	327	101	47	30
Figla	1	0	0	0	0	0	0
Fign	515	56	320	344	270	19	11
Fignl1	72	16	34	88	10	9	27
Fignl2	181	16	129	159	39	5	5
Filip1	187	30	226	153	142	30	15
Filip1l	3326	257	2293	2822	674	187	151
Fip1l1	1709	250	1284	1566	421	188	137
Firre	104	43	0	0	0	24	13
Fis1	5587	641	2228	2398	474	444	305
Fitm1	1	1	2	5	0	0	0
Fitm2	258	31	105	120	17	13	12
Fiz1	317	59	165	164	42	24	21
Fjx1	179	14	104	236	21	7	5
Fkbp10	5059	260	1986	2897	192	95	259
Fkbp11	5307	229	1503	2841	215	156	313
Fkbp14	1229	160	579	1085	168	56	52
Fkbp15	626	97	517	615	152	77	43
Fkbp1a	8728	946	4101	4510	832	738	695
Fkbp1b	325	17	134	112	13	10	13
Fkbp2	3972	479	1518	2267	527	251	246
Fkbp3	3513	272	1266	1459	309	245	257
Fkbp4	1947	171	647	931	254	110	126
Fkbp5	985	177	1733	2432	1235	200	153
Fkbp6	3	0	2	5	0	0	0
Fkbp7	5056	383	1559	1925	338	185	183
Fkbp8	3289	447	1413	1502	270	257	229
Fkbp9	4044	555	2086	3327	500	196	208
Fkbpl	161	18	58	71	10	30	18
Fkrp	312	58	151	262	54	22	30
Fktn	360	65	207	267	123	32	30
Flacc1	15	1	0	0	0	3	6
Flad1	205	33	97	104	18	28	24
Flcn	172	57	160	182	48	32	12
Flg	0	0	1	2	0	0	0
Flg2	0	0	0	0	0	0	0
Fli1	191	26	481	784	187	128	23
Flicr	16	4	8	2	2	1	0
Flii	1022	229	682	998	293	105	89
Flna	10399	702	3743	4282	583	396	495
Flnb	2440	246	3895	5370	646	135	310
Flnc	1672	210	3058	2754	353	220	224
Flot1	2349	252	718	1105	180	115	80
Flot2	1032	172	743	721	194	96	65
Flrt1	59	59	49	50	17	20	13
Flrt2	2083	1013	3355	4488	940	1825	785
Flrt3	260	39	101	118	48	11	5
Flt1	524	92	615	225	84	58	64
Flt3	11	7	8	25	4	6	5
Flt3l	131	60	44	67	43	14	9
Flt4	108	10	59	28	4	3	1
Flvcr1	116	29	347	278	66	23	21
Flvcr2	6	8	14	10	9	1	3
Flywch1	973	103	500	493	141	25	40
Flywch2	241	14	116	75	32	12	7
Fmc1	1108	148	361	489	196	88	72
Fmn1	577	61	1885	1981	320	155	114
Fmn2	16	7	28	69	35	0	3
Fmnl1	89	37	138	189	41	79	9
Fmnl2	631	75	2156	3961	876	146	194
Fmnl3	668	34	702	751	65	44	56
Fmo1	382	65	149	274	237	9	2
Fmo2	549	487	861	846	696	26	4
Fmo3	0	20	1	0	1	0	0
Fmo4	3	1	12	9	3	0	0
Fmo5	82	60	91	111	107	17	5
Fmo6	0	0	1	1	1	0	0
Fmo9	0	0	0	0	0	0	0
Fmod	914	87	866	658	77	22	9
Fmr1	2424	236	2130	1719	309	97	177
Fmr1nb	7	0	16	1	2	0	0
Fn1	74854	8899	47871	78060	7249	3941	4441
Fn3k	0	11	5	0	5	2	0
Fn3krp	46	16	24	34	14	8	3
Fnbp1	967	140	2031	2324	453	245	106
Fnbp1l	679	54	585	464	59	28	65
Fnbp4	746	130	836	828	218	111	85
Fnd3c2	0	0	2	0	0	0	0
Fndc1	5935	1757	4499	4342	1584	1302	564
Fndc10	206	27	78	84	10	6	10
Fndc11	1	1	1	0	0	0	0
Fndc3a	1904	326	2994	3043	960	318	203
Fndc3b	6426	678	14351	19525	2600	464	591
Fndc3c1	0	0	0	0	0	0	0
Fndc4	453	40	127	189	47	6	10
Fndc5	420	37	131	111	34	4	7
Fndc7	69	0	60	42	2	5	0
Fndc8	3	0	1	1	0	0	0
Fndc9	0	0	2	5	3	4	1
Fnip1	861	279	3222	3453	606	157	146
Fnip2	212	29	834	896	170	63	33
Fnta	1393	174	678	954	182	118	97
Fntb	269	37	195	266	61	34	44
Focad	212	28	524	637	155	42	38
Folh1	51	37	68	67	19	16	6
Folr1	132	46	127	57	12	30	57
Folr2	194	0	65	42	1	27	3
Fopnl	978	115	345	364	76	0	0
Fos	46526	891	37137	40406	5207	268	355
Fosb	12440	363	20525	22277	2651	48	104
Fosl1	519	11	736	689	11	9	58
Fosl2	2659	370	2771	2771	435	183	148
Foxa1	14	1	7	1	0	1	1
Foxa2	150	20	34	9	0	4	22
Foxa3	15	0	11	1	0	0	0
Foxb1	0	0	0	0	0	0	0
Foxb2	0	0	0	0	0	0	0
Foxc1	123	12	166	155	12	1	11
Foxc2	67	3	43	39	4	0	4
Foxd1	13	1	5	3	2	0	0
Foxd2	11	4	16	6	0	0	1
Foxd2os	87	5	0	0	0	4	12
Foxd3	0	0	0	0	0	0	0
Foxd4	0	0	0	0	0	0	0
Foxe1	0	0	0	0	0	0	0
Foxe3	0	0	0	0	0	0	0
Foxf1	70	34	93	44	13	5	2
Foxf2	63	9	31	17	4	1	14
Foxg1	143	16	30	14	1	2	7
Foxh1	0	0	0	0	0	0	0
Foxi1	0	0	0	0	0	0	0
Foxi2	0	0	0	0	0	0	0
Foxi3	0	0	0	0	0	0	0
Foxj1	11	2	17	7	0	1	0
Foxj2	398	97	293	293	95	60	43
Foxj3	346	89	745	714	172	81	59
Foxk1	222	65	211	264	108	35	31
Foxk2	490	66	505	654	165	65	57
Foxl1	3	1	5	2	0	0	0
Foxl2	0	27	2	0	3	0	0
Foxl2os	0	0	0	0	0	0	0
Foxm1	183	22	66	133	4	9	29
Foxn1	0	0	1	1	0	0	0
Foxn2	335	63	519	686	167	70	49
Foxn3	2133	310	4160	4162	979	374	218
Foxn4	0	0	0	0	0	0	0
Foxo1	527	172	1435	1174	519	78	62
Foxo3	504	72	1941	1952	459	95	67
Foxo4	150	41	144	130	36	21	8
Foxo6	5	13	24	19	6	5	1
Foxo6os	0	0	0	0	0	0	0
Foxp1	6882	624	8475	11678	1574	703	958
Foxp2	74	29	318	331	77	7	9
Foxp3	2	6	8	13	7	9	0
Foxp4	546	71	762	660	123	84	50
Foxq1	192	63	113	45	1	15	60
Foxr1	3	0	0	1	0	0	0
Foxr2	0	0	0	0	0	0	0
Foxred1	174	25	108	146	25	16	19
Foxred2	32	4	38	31	9	6	3
Foxs1	775	39	161	248	27	31	30
Fpgs	333	52	254	330	56	37	37
Fpgt	158	43	119	229	43	20	17
Fpr-rs3	0	0	0	0	0	0	0
Fpr-rs4	0	0	0	0	0	0	0
Fpr-rs6	0	0	0	0	0	0	0
Fpr-rs7	0	0	0	0	0	0	0
Fpr1	8	1	32	21	4	4	2
Fpr2	36	0	33	56	1	8	2
Fpr3	0	0	6	12	1	0	0
Fra10ac1	604	53	208	374	101	35	49
Fras1	12	58	65	28	38	85	2
Frat1	6	6	13	11	2	2	4
Frat2	197	19	159	69	13	8	4
Frem1	525	17	139	249	102	3	36
Frem2	0	0	5	7	0	0	0
Frem3	0	0	0	2	0	0	0
Frg1	1187	155	738	853	245	130	117
Frg2f1	72	11	55	63	13	7	2
Frk	522	87	608	642	149	72	74
Frmd3	32	5	23	19	12	2	0
Frmd4a	1056	55	789	1572	216	71	102
Frmd4b	276	410	1383	1232	413	505	200
Frmd5	35	9	610	139	215	64	44
Frmd6	2351	358	3112	3889	991	142	149
Frmd7	0	0	3	9	15	0	0
Frmd8	421	68	271	336	64	48	40
Frmd8os	14	2	35	34	7	3	2
Frmpd1	3	0	2	1	2	1	0
Frmpd1os	2	0	0	0	0	0	0
Frmpd2	1	1	0	4	4	0	0
Frmpd3	4	0	2	5	4	0	0
Frmpd4	0	1	12	18	4	0	1
Frrs1	1443	218	946	965	151	121	149
Frrs1l	4	0	0	0	0	0	0
Frs2	735	113	1583	1257	291	177	157
Frs3	10	5	18	12	4	1	2
Frs3os	0	0	0	0	0	0	0
Fry	293	74	731	361	108	75	62
Fryl	640	118	1032	1400	292	165	97
Frzb	524	37	227	100	22	7	3
Fsbp	5	3	4	3	0	2	2
Fscb	0	0	0	0	0	0	0
Fscn1	3365	231	1469	2227	160	230	261
Fscn2	4	3	7	8	4	0	0
Fscn3	1	0	16	14	4	0	0
Fsd1	6	1	4	9	3	1	0
Fsd1l	101	30	95	156	128	17	14
Fsd2	1	2	1	1	0	0	0
Fshb	0	0	0	0	0	0	0
Fshr	0	0	4	3	0	0	0
Fsip1	6	1	22	30	5	1	0
Fsip2	0	0	0	0	0	0	0
Fst	1887	346	2528	4449	374	20	261
Fstl1	39136	4379	22785	38379	5350	1047	1527
Fstl3	2242	76	840	544	105	25	70
Fstl4	1	0	4	81	0	2	1
Fstl5	0	0	2	0	0	0	0
Ftcd	1	0	3	1	0	0	0
Fth1	181280	30912	135603	108205	20698	28016	16068
Fthl17a	0	0	2	0	0	0	0
Fthl17b	0	0	0	0	0	0	0
Fthl17c	0	0	0	0	0	0	0
Fthl17d	0	0	0	0	0	0	0
Fthl17e	0	0	0	0	0	0	0
Fthl17f	0	0	0	0	0	0	0
Ftl1	51887	5217	31551	32416	5321	3516	2823
Ftl1-ps1	316	67	197	152	59	14	7
Ftmt	0	0	0	0	0	0	0
Fto	1385	170	2620	3622	634	184	159
Ftsj1	365	43	172	229	67	17	14
Ftsj3	930	102	463	681	139	82	63
Ftx	100	69	163	200	161	42	35
Fubp1	2885	445	1350	2018	388	287	273
Fubp3	434	105	512	517	110	87	80
Fuca1	3698	449	2169	2277	372	288	185
Fuca2	309	87	194	260	30	32	20
Fundc1	640	113	345	399	111	69	58
Fundc2	3692	451	1386	1730	419	271	250
Fuom	851	141	329	318	68	61	60
Furin	1900	168	1164	1272	121	119	144
Fus	6413	1076	4179	4703	863	410	380
Fut1	0	0	0	2	0	0	0
Fut10	175	38	188	148	69	13	22
